"","commute","county","cz","state","mobility","top1pc_share","gini","teen_birthrate","par_inc_median","kid_inc_median","mobility_hi","commute_hi"
"1375",22.34679708,"Cass","Kansas City","Missouri",44.87625,0.08957,0.30799,0.14185,69000,39300,1,1
"1376",18.18595041,"Cedar","Center","Missouri",42.27725,0.04858,0.29875,0.22656,36200,28800,0,0
"1377",19.05453644,"Chariton","Brookfield","Missouri",48.88175,0.0458,0.26698,0.13019,48900,43700,1,0
"1378",20.71290788,"Christian","Springfield","Missouri",44.2285,0.07864,0.33825,0.14668,56600,35600,1,0
"1379",17.76693599,"Clark","Burlington","Missouri",47.99725,0.02776,0.27458,0.14433,48100,42100,1,0
"1380",24.35086261,"Clay","Kansas City","Missouri",43.595,0.08981,0.30915,0.1279,77500,40700,1,1
"1381",19.33463415,"Clinton","St. Joseph","Missouri",45.212,0.05479,0.2887,0.14072,62300,39700,1,0
"1382",24.27686187,"Cole","Columbia","Missouri",43.91675,0.07578,0.31911,0.12413,74200,41300,1,1
"1383",22.30503656,"Cooper","Columbia","Missouri",44.05275,0.05322,0.289,0.13023,52800,34900,1,1
"1384",22.02309044,"Crawford","St. Louis","Missouri",41.9935,0.08015,0.36021,0.18367,41900,29600,0,1
"1385",18.726887,"Dade","Center","Missouri",47.118,0.10353,0.34873,0.16147,42000,37300,1,0
"1386",20.50430073,"Dallas","Springfield","Missouri",42.64425,0.07565,0.32339,0.16875,40000,29600,0,0
"1387",21.95014245,"Daviess","St. Joseph","Missouri",46.46525,0.05186,0.28859,0.18434,42000,33000,1,1
"1388",22.21611983,"Dekalb","St. Joseph","Missouri",47.982,0.03393,0.26345,0.16022,51400,41700,1,1
"1389",20.1789664,"Dent","Rolla","Missouri",48.2655,0.07832,0.35317,0.20998,41600,37700,1,0
"1390",24.36767217,"Douglas","Springfield","Missouri",42.68175,0.0575,0.2741,0.19231,33300,28100,0,1
"1391",18.40261322,"Dunklin","Blytheville","Missouri",39.956,0.08302,0.444,0.24361,34300,27000,0,0
"1392",23.33932415,"Franklin","St. Louis","Missouri",44.16,0.09781,0.35233,0.1306,66500,40400,1,1
"1393",20.18170036,"Gasconade","St. Louis","Missouri",44.13325,0.10072,0.33879,0.14623,56200,41000,1,0
"1394",17.43069106,"Gentry","Bethany","Missouri",49.7355,0.09303,0.31093,0.16319,47000,44100,1,0
"1395",24.79395988,"Greene","Springfield","Missouri",41.07725,0.1377,0.49477,0.14669,56100,33400,0,1
"1396",18.30417652,"Grundy","Trenton","Missouri",43.2405,0.08213,0.35274,0.22739,47300,35400,0,0
"1397",18.54634465,"Harrison","Bethany","Missouri",47.05675,0.04246,0.28813,0.19128,40500,36300,1,0
"1398",22.26833885,"Henry","Sedalia","Missouri",41.9615,0.07838,0.37229,0.14726,48000,34700,0,1
"1399",18.00961538,"Holt","Polk","Missouri",49.05075,0.08611,0.34865,0.10638,41300,38600,1,0
"1400",20.10480976,"Howard","Columbia","Missouri",45.66775,0.18511,0.4186,0.12895,47400,37400,1,0
"1401",22.11472901,"Howell","West Plains","Missouri",43.442,0.11236,0.46878,0.20361,37100,31800,1,1
"1402",25.95188949,"Iron","Farmington","Missouri",41.6345,0.05019,0.35838,0.16926,37500,29900,0,1
"1403",26.3832374,"Jackson","Kansas City","Missouri",37.31125,0.12083,0.4508,0.19131,58300,30400,0,1
"1404",21.24182314,"Jasper","Joplin","Missouri",42.16625,0.1501,0.47288,0.20204,49400,34300,0,0
"1405",24.01403852,"Jefferson","St. Louis","Missouri",42.77625,0.04985,0.26619,0.13809,69600,37500,0,1
"1406",23.34009908,"Johnson","Kansas City","Missouri",42.54675,0.05902,0.29401,0.13305,58800,35600,0,1
"1407",21.69419719,"Laclede","Springfield","Missouri",41.8955,0.12005,0.39187,0.19554,41000,30500,0,0
"1408",19.99278309,"Lafayette","Kansas City","Missouri",44.229,0.0694,0.30205,0.16145,58100,39600,1,0
"1409",20.00344828,"Lawrence","Aurora","Missouri",43.72825,0.05413,0.30665,0.20269,43000,33800,1,0
"1410",17.59257426,"Lewis","Quincy","Missouri",48.2005,0.04779,0.26105,0.16,52800,39700,1,0
"1411",22.74297449,"Lincoln","St. Louis","Missouri",43.57225,0.05403,0.27679,0.14961,65700,40700,1,1
"1412",16.95464947,"Linn","Brookfield","Missouri",48.3615,0.06761,0.32909,0.17218,44700,43400,1,0
"1413",19.01943538,"Livingston","Marshall","Missouri",46.575,0.09025,0.3827,0.15559,56700,45000,1,0
"1414",25.61835464,"Mcdonald","Fayetteville","Missouri",41.66975,0.06932,0.34257,0.25067,33700,28300,0,1
"1415",18.31470429,"Macon","Moberly","Missouri",46.29425,0.07856,0.32856,0.16585,49200,38000,1,0
"1416",21.09837178,"Madison","Farmington","Missouri",43.12875,0.075,0.32337,0.19547,40900,34000,0,0
"1417",20.27998757,"Maries","Rolla","Missouri",44.148,0.04232,0.28293,0.18145,43900,33300,1,0
"1418",19.47084959,"Marion","Quincy","Missouri",44.47075,0.12071,0.41363,0.16629,55400,39900,1,0
"1419",24.07165871,"Miller","Eldon","Missouri",42.91625,0.06764,0.33928,0.21795,40300,32900,0,1
"1420",18.97376612,"Mississippi","Cape Girardeau","Missouri",37.9885,0.17038,0.59349,0.27833,31200,24100,0,0
"1421",18.52962218,"Moniteau","Columbia","Missouri",46.318,0.10529,0.32388,0.1547,52000,42200,1,0
"1422",20.16964286,"Monroe","Moberly","Missouri",47.5475,0.03635,0.20702,0.14354,55500,37600,1,0
"1423",22.98892989,"Montgomery","Mexico","Missouri",46.439,0.09556,0.32959,0.17358,50100,39600,1,1
"1424",22.26624294,"Morgan","Eldon","Missouri",42.35825,0.05524,0.32194,0.1912,37700,29800,0,1
"1425",23.12223684,"New Madrid","Cape Girardeau","Missouri",38.6555,0.05558,0.397,0.25028,35900,25600,0,1
"1426",21.73249306,"Newton","Joplin","Missouri",43.9675,0.08305,0.34678,0.20775,45600,33500,1,0
"1427",17.34345816,"Nodaway","Polk","Missouri",51.52425,0.05683,0.26605,0.08354,55700,49700,1,0
"1428",19.74889793,"Oregon","West Plains","Missouri",46.791,0.06291,0.29745,0.18323,28300,32800,1,0
"1429",21.02202112,"Osage","Columbia","Missouri",54.223,0.08701,0.2494,0.09533,61500,53900,1,0
"1430",21.68242344,"Ozark","Mountain Home","Missouri",43.623,0.07062,0.31975,0.18323,31200,28500,1,0
"1431",20.4347152,"Pemiscot","Blytheville","Missouri",37.514,0.07445,0.45422,0.31849,28400,21200,0,0
"1432",21.83896896,"Perry","Farmington","Missouri",46.515,0.16749,0.35236,0.15027,63000,43900,1,1
"1433",24.02925639,"Pettis","Sedalia","Missouri",43.1625,0.09375,0.37076,0.19003,51700,33500,0,1
"1434",20.77072004,"Phelps","Rolla","Missouri",41.4175,0.07817,0.4117,0.14342,48600,33700,0,0
"1435",21.64098502,"Pike","Quincy","Missouri",43.80425,0.06002,0.34704,0.19225,51500,39900,1,0
"1436",24.76673874,"Platte","Kansas City","Missouri",43.775,0.11195,0.31579,0.08307,87000,44800,1,1
"1437",19.08508471,"Polk","Springfield","Missouri",43.44825,0.09042,0.36339,0.16512,44300,32900,1,0
"1438",23.19861897,"Pulaski","Rolla","Missouri",41.07475,0.07674,0.30546,0.19762,46400,30100,0,1
"1439",21.98633691,"Ralls","Quincy","Missouri",48.0915,0.06374,0.26595,0.17266,57300,38200,1,1
"1440",21.94637601,"Randolph","Moberly","Missouri",39.961,0.18894,0.46267,0.20334,50900,32000,0,1
"1441",19.23517382,"Ray","Kansas City","Missouri",47.037,0.03452,0.26383,0.18151,66800,38900,1,0
"1442",29.09227071,"Reynolds","Rolla","Missouri",47.53675,0.17092,0.47368,0.17375,33800,35100,1,1
"1443",18.18572266,"Ripley","Poplar Bluff","Missouri",39.724,0.08038,0.39032,0.22244,30500,26600,0,0
"1444",24.98782888,"St Charles","St. Louis","Missouri",44.34225,0.0725,0.25842,0.09678,89500,45200,1,1
"1445",17.1849711,"St Clair","Sedalia","Missouri",44.34225,0.07165,0.30899,0.18792,36000,30200,1,0
"1446",26.03018552,"Ste Genevieve","Farmington","Missouri",45.247,0.08336,0.30389,0.12413,63800,46200,1,1
"1447",21.8684153,"St Francois","Farmington","Missouri",40.469,0.115,0.39632,0.19178,49800,30800,0,1
"1448",28.71634085,"St Louis","St. Louis","Missouri",39.1445,0.17699,0.45603,0.1134,84700,39400,0,1
"1449",20.51653487,"Saline","Marshall","Missouri",43.13725,0.06381,0.30709,0.16487,47100,34600,0,0
"1450",21.33130159,"Scott","Cape Girardeau","Missouri",41.80225,0.11157,0.44058,0.21002,48600,33500,0,0
"1451",18.96256434,"Shannon","West Plains","Missouri",42.6705,0.053,0.27975,0.225,27300,27200,0,0
"1452",16.89151671,"Shelby","Moberly","Missouri",54.771,0.03736,0.24413,0.15179,44100,44400,1,0
"1453",19.3101492,"Stoddard","Cape Girardeau","Missouri",44.424,0.07767,0.37539,0.17439,43300,34800,1,0
"1454",24.49454262,"Stone","Aurora","Missouri",43.32675,0.07127,0.36117,0.19923,41500,32300,0,1
"1455",22.57324962,"Sullivan","Polk","Missouri",46.47525,0.0757,0.31917,0.18072,41000,36300,1,1
"1456",25.59268231,"Taney","Aurora","Missouri",40.205,0.12439,0.4426,0.19079,40000,26800,0,1
"1457",21.99197281,"Texas","West Plains","Missouri",43.70075,0.07597,0.3509,0.21998,33100,30900,1,1
"1458",19.34827434,"Vernon","Center","Missouri",43.62,0.05954,0.34984,0.21046,45900,35900,1,0
"1459",23.57092914,"Warren","St. Louis","Missouri",41.79325,0.08511,0.31891,0.14385,66600,39000,0,1
"1460",22.55589391,"Washington","Farmington","Missouri",41.04075,0.08133,0.36579,0.23537,37600,27900,0,1
"1461",18.92778626,"Wayne","Poplar Bluff","Missouri",43.63875,0.15074,0.45027,0.25856,31400,29400,1,0
"1462",21.11409537,"Webster","Springfield","Missouri",41.246,0.08437,0.37533,0.18717,46000,30800,0,0
"1463",19.58016051,"Wright","Springfield","Missouri",42.97575,0.0914,0.36459,0.20242,34900,29700,0,0
"1464",30.93298611,"St Louis City","St. Louis","Missouri",32.16175,0.13191,0.53247,0.27095,30100,17800,0,1
"1465",16.02564735,"Beaverhead","Dillon","Montana",51.22725,0.13733,0.40379,0.13098,50700,38900,1,0
"1466",25.0774281,"Big Horn","Sheridan","Montana",33.89325,0.04775,0.35038,0.24116,36600,20100,0,1
"1467",16.33577159,"Blaine","Havre","Montana",39.9265,0.03289,0.32265,0.20117,38600,30600,0,0
"1468",17.57578646,"Carbon","Billings","Montana",49.933,0.06769,0.33599,0.07809,48000,36900,1,0
"1469",17.90731901,"Cascade","Great Falls","Montana",45.79075,0.09961,0.40363,0.13726,55300,36700,1,0
"1470",17.29360465,"Chouteau","Great Falls","Montana",51.83425,0.0689,0.29862,0.064,47400,43800,1,0
"1471",14.42897727,"Custer","Miles City","Montana",50.79375,0.06329,0.32682,0.10987,53100,44500,1,0
"1472",14.9122921,"Dawson","Glendive","Montana",56.1255,0.04761,0.26597,0.09579,60100,54000,1,0
"1473",19.28389699,"Deer Lodge","Butte-Silver Bow","Montana",45.16075,0.07967,0.39573,0.14745,53100,38000,1,0
"1474",14.37124667,"Fergus","Lewistown","Montana",50.31275,0.0624,0.35107,0.09215,45800,40800,1,0
"1475",20.15592478,"Flathead","Kalispell","Montana",45.10275,0.11458,0.42756,0.11834,53700,34900,1,0
"1476",20.46413977,"Gallatin","Bozeman","Montana",46.95725,0.10354,0.40788,0.07496,62000,37400,1,0
"1477",14.00798446,"Glacier","Shelby","Montana",34.4445,0.06122,0.40522,0.26731,32100,20100,0,0
"1478",15.6072662,"Hill","Havre","Montana",42.93875,0.06232,0.37863,0.15573,51200,36700,0,0
"1479",21.80959126,"Jefferson","Helena","Montana",49.05675,0.06557,0.31079,0.07661,65600,41100,1,0
"1480",19.81213655,"Lake","Kalispell","Montana",41.75575,0.1056,0.4462,0.17367,40600,29900,0,0
"1481",18.84415288,"Lewis and Clark","Helena","Montana",44.6825,0.09497,0.36236,0.09959,61700,37700,1,0
"1482",16.87668262,"Lincoln","Libby","Montana",47.7105,0.09077,0.36922,0.14783,43800,35900,1,0
"1483",20.67304702,"Missoula","Missoula","Montana",44.0005,0.08898,0.40381,0.10698,61900,35400,1,0
"1484",19.31356207,"Park","Bozeman","Montana",45.2225,0.13162,0.37973,0.11238,45700,34800,1,0
"1485",13.40536723,"Phillips","Glasgow","Montana",51.593,0.04107,0.29293,0.11152,43500,43400,1,0
"1486",14.95606203,"Pondera","Shelby","Montana",50.38975,0.07039,0.36722,0.12568,44400,44400,1,0
"1487",23.44332828,"Powell","Butte-Silver Bow","Montana",45.8115,0.05464,0.32845,0.13284,48800,34200,1,1
"1488",18.85809294,"Ravalli","Missoula","Montana",47.68575,0.07633,0.40376,0.11373,44100,35700,1,0
"1489",17.3419504,"Richland","Sidney","Montana",58.88175,0.06057,0.29266,0.08969,51200,55500,1,0
"1490",15.15546529,"Roosevelt","Wolf Point","Montana",42.35075,0.05568,0.33953,0.20395,34000,28800,0,0
"1491",17.77902668,"Rosebud","Colstrip","Montana",40.537,0.0427,0.33674,0.15889,58700,33800,0,0
"1492",20.53257018,"Sanders","Kalispell","Montana",48.29825,0.10709,0.42157,0.14922,36000,36100,1,0
"1493",16.72799037,"Silver Bow","Butte-Silver Bow","Montana",47.50675,0.06521,0.39101,0.11527,61800,41500,1,0
"1494",35.43832303,"Stillwater","Billings","Montana",52.60975,0.04421,0.2602,0.0944,61300,51600,1,1
"1495",15.46758164,"Teton","Great Falls","Montana",52.54125,0.02873,0.22035,0.07333,47400,43800,1,0
"1496",12.99154026,"Valley","Glasgow","Montana",50.65,0.05666,0.3228,0.13068,52900,46200,1,0
"1497",19.51637601,"Yellowstone","Billings","Montana",46.91675,0.11349,0.42161,0.12987,62800,40100,1,0
"1498",16.57873068,"Adams","Hastings","Nebraska",49.6655,0.14066,0.38655,0.12108,64200,45800,1,0
"1499",13.94437201,"Antelope","Virginia Beach","Nebraska",53.438,0.11547,0.33141,0.07831,48100,50100,1,0
"1500",16.63578901,"Boone","Columbus","Nebraska",61.25775,0.09978,0.27416,0.06625,52000,62000,1,0
"1501",15.10530435,"Box Butte","Scottsbluff","Nebraska",51.60375,0.04555,0.24146,0.125,72100,49100,1,0
"1502",17.12835911,"Buffalo","Kearney","Nebraska",51.04175,0.14639,0.38,0.10855,68200,47800,1,0
"1503",15.40633609,"Burt","West Point","Nebraska",50.833,0.07022,0.27621,0.12594,52900,44900,1,0
"1504",18.6739053,"Butler","Columbus","Nebraska",55.1445,0.0513,0.22914,0.09512,57000,53700,1,0
"1505",18.0773754,"Cass","Omaha","Nebraska",49.52075,0.08121,0.25821,0.12186,71100,45800,1,0
"1506",15.71271099,"Cedar","Yankton","Nebraska",63.1855,0.04192,0.24582,0.07514,50600,58900,1,0
"1507",15.74681648,"Cherry","Valentine","Nebraska",50.39875,0.08881,0.34508,0.13655,42500,42200,1,0
"1508",20.18745004,"Cheyenne","Cheyenne","Nebraska",50.77525,0.07287,0.31844,0.13496,61400,44700,1,0
"1509",16.17822004,"Clay","Hastings","Nebraska",55.9225,0.05942,0.29011,0.07656,56100,51000,1,0
"1510",18.02497551,"Colfax","Columbus","Nebraska",55.36675,0.08673,0.28821,0.08921,51700,49800,1,0
"1511",14.52014606,"Cuming","West Point","Nebraska",56.91225,0.05449,0.25849,0.10658,56600,58800,1,0
"1512",15.91957428,"Custer","Broken Bow","Nebraska",54.64325,0.06752,0.27973,0.12109,42900,46500,1,0
"1513",18.96370336,"Dakota","Sioux City","Nebraska",49.20675,0.07637,0.33228,0.18274,58700,43000,1,0
"1514",13.05602734,"Dawes","Scottsbluff","Nebraska",53.82375,0.05889,0.35217,0.11526,50800,50500,1,0
"1515",16.8231096,"Dawson","Lexington","Nebraska",49.264,0.06548,0.27033,0.17493,50500,40900,1,0
"1516",16.17178924,"Dixon","Sioux City","Nebraska",52.94725,0.1062,0.29155,0.09241,53700,48000,1,0
"1517",17.14714534,"Dodge","Omaha","Nebraska",51.0275,0.10263,0.32797,0.09114,65500,48900,1,0
"1518",22.13607133,"Douglas","Omaha","Nebraska",40.02,0.2119,0.4982,0.1315,75400,39100,0,1
"1519",13.71170034,"Fillmore","York","Nebraska",56.84625,0.0961,0.30425,0.06552,54500,54600,1,0
"1520",15.64065657,"Furnas","Lexington","Nebraska",55.30025,0.05005,0.29411,0.10189,47200,50800,1,0
"1521",20.01239983,"Gage","Lincoln","Nebraska",48.983,0.05365,0.27832,0.1125,59000,47100,1,0
"1522",19.28870924,"Hall","Grand Island","Nebraska",48.51325,0.11959,0.37744,0.15216,60900,43300,1,0
"1523",17.94691781,"Hamilton","Grand Island","Nebraska",52.634,0.05832,0.2621,0.09897,58500,47300,1,0
"1524",15.85410826,"Holt","O'Neill","Nebraska",57.74525,0.06756,0.30352,0.09688,44900,49500,1,0
"1525",15.51411909,"Howard","Grand Island","Nebraska",55.6955,0.03345,0.22133,0.15439,50200,49000,1,0
"1526",17.00843268,"Jefferson","Lincoln","Nebraska",54.991,0.0413,0.23549,0.10198,55600,51400,1,0
"1527",16.38093066,"Kearney","Kearney","Nebraska",52.16525,0.03506,0.22584,0.08446,56800,46000,1,0
"1528",15.68933773,"Keith","Ogallala","Nebraska",51.9275,0.12261,0.351,0.11738,55800,45800,1,0
"1529",15.40177515,"Knox","Yankton","Nebraska",58.91275,0.05195,0.26444,0.11111,42700,53900,1,0
"1530",20.45778883,"Lancaster","Lincoln","Nebraska",42.4455,0.15741,0.38602,0.12167,76600,41600,0,0
"1531",18.93436131,"Lincoln","North Platte","Nebraska",47.513,0.07836,0.32004,0.12709,68700,43900,1,0
"1532",18.00740997,"Madison","Virginia Beach","Nebraska",50.75075,0.12642,0.34208,0.123,64500,47000,1,0
"1533",16.29665536,"Merrick","Grand Island","Nebraska",51.427,0.0873,0.33157,0.10833,51400,47400,1,0
"1534",15.90341615,"Morrill","Scottsbluff","Nebraska",56.10975,0.09355,0.33112,0.1749,50800,47700,1,0
"1535",20.24699618,"Nemaha","Nebraska City","Nebraska",55.66675,0.05683,0.30139,0.11927,62500,56400,1,0
"1536",18.46935145,"Otoe","Nebraska City","Nebraska",49.90825,0.04267,0.25538,0.13514,63100,48100,1,0
"1537",15.44625276,"Phelps","Lexington","Nebraska",50.753,0.06665,0.34379,0.11529,60800,45700,1,0
"1538",16.18206897,"Pierce","Virginia Beach","Nebraska",57.2465,0.06029,0.23914,0.06702,60400,55000,1,0
"1539",19.61192733,"Platte","Columbus","Nebraska",54.3405,0.07127,0.27792,0.10776,64900,51200,1,0
"1540",14.83743345,"Red Willow","McCook","Nebraska",51.67325,0.05894,0.30875,0.12062,52300,44900,1,0
"1541",13.44085631,"Richardson","Nebraska City","Nebraska",51.71675,0.07763,0.30781,0.12069,51300,46500,1,0
"1542",19.22924054,"Saline","Lincoln","Nebraska",54.96725,0.04113,0.21083,0.09663,59600,51400,1,0
"1543",20.29078136,"Sarpy","Omaha","Nebraska",45.165,0.05799,0.248,0.10369,80400,43700,1,0
"1544",17.6194795,"Saunders","Omaha","Nebraska",51.32925,0.05801,0.2731,0.08924,65100,48100,1,0
"1545",17.52665815,"Scotts Bluff","Scottsbluff","Nebraska",46.95075,0.08066,0.38441,0.16573,51500,38300,1,0
"1546",17.1275146,"Seward","Lincoln","Nebraska",52.94725,0.05832,0.2465,0.09942,65800,54300,1,0
"1547",14.56624786,"Sheridan","Gordon","Nebraska",52.60625,0.08125,0.35594,0.11898,39900,42400,1,0
"1548",16.8306788,"Thayer","Superior","Nebraska",59.392,0.26713,0.49809,0.07813,53000,56000,1,0
"1549",17.9050536,"Thurston","West Point","Nebraska",35.571,0.07485,0.40648,0.24022,36800,24400,0,0
"1550",21.55821483,"Washington","Omaha","Nebraska",53.33,0.0695,0.29001,0.07229,74300,51300,1,0
"1551",15.76370876,"Wayne","Sioux City","Nebraska",59.643,0.07519,0.2945,0.06868,54300,52500,1,0
"1552",17.17351285,"York","York","Nebraska",53.6535,0.05692,0.3007,0.09465,62400,52700,1,0
"1553",19.02299726,"Churchill","Reno","Nevada",43.86075,0.09318,0.33715,0.17729,61600,37000,1,0
"1554",26.37196373,"Clark","Las Vegas","Nevada",39.8895,0.21699,0.51801,0.17707,59400,30700,0,1
"1555",22.0014139,"Douglas","Sacramento","Nevada",42.97025,0.20155,0.44767,0.10782,66200,36500,0,1
"1556",24.27019151,"Elko","Elko","Nevada",46.3435,0.10788,0.30434,0.1765,74200,42100,1,1
"1557",29.53369763,"Humboldt","Winnemucca","Nevada",46.37025,0.06253,0.2854,0.20925,72200,44400,1,1
"1558",26.32884028,"Lander","Elko","Nevada",48.189,0.02934,0.22824,0.21467,68200,42100,1,1
"1559",22.51355434,"Lyon","Reno","Nevada",41.071,0.11043,0.36606,0.19503,55000,30500,0,1
"1560",26.21378318,"Nye","Las Vegas","Nevada",41.6495,0.06079,0.34701,0.19597,59000,32300,0,1
"1561",22.70714017,"Washoe","Reno","Nevada",41.05275,0.18172,0.4759,0.13819,67900,34700,0,1
"1562",18.89902987,"White Pine","Elko","Nevada",48.07375,0.23345,0.40368,0.1374,68100,42000,1,0
"1563",21.14451188,"Carson City","Reno","Nevada",41.86775,0.11325,0.39237,0.14754,64900,34700,0,0
"1564",22.58892605,"Belknap","Manchester","New Hampshire",44.721,0.14111,0.40507,0.10055,62100,36400,1,1
"1565",23.1134859,"Carroll","Manchester","New Hampshire",44.70625,0.1191,0.43955,0.07036,54200,34400,1,1
"1566",21.24866856,"Cheshire","Keene","New Hampshire",42.2195,0.31042,0.49095,0.09272,66500,36800,0,0
"1567",21.78005865,"Coos","Berlin","New Hampshire",45.741,0.11102,0.33254,0.11553,58900,37800,1,0
"1568",25.44704431,"Grafton","Claremont","New Hampshire",43.667,0.15217,0.44719,0.08507,61300,36000,1,1
"1569",25.59115177,"Hillsborough","Manchester","New Hampshire",44.16825,0.15534,0.38353,0.07941,83000,42900,1,1
"1570",26.30935601,"Merrimack","Manchester","New Hampshire",43.21925,0.10199,0.36057,0.08293,72900,39000,0,1
"1571",26.17564201,"Rockingham","Manchester","New Hampshire",44.9645,0.11665,0.34203,0.06238,85000,43100,1,1
"1572",23.17855301,"Strafford","Manchester","New Hampshire",43.05775,0.09456,0.35294,0.09658,69000,37700,0,1
"1573",21.19383511,"Sullivan","Claremont","New Hampshire",41.75575,0.08473,0.3381,0.11684,59100,34300,0,0
"1574",27.68170582,"Atlantic","Philadelphia","New Jersey",38.871,0.13091,0.47584,0.15474,52400,30500,0,1
"1575",29.40463039,"Bergen","Newark","New Jersey",52.43125,0.21298,0.44088,0.03212,101200,55700,1,1
"1576",27.55554501,"Burlington","Philadelphia","New Jersey",43.985,0.114,0.36163,0.08685,84600,44100,1,1
"1577",26.5070036,"Camden","Philadelphia","New Jersey",39.8655,0.12024,0.46377,0.13253,68900,36700,0,1
"1578",21.40652765,"Cape May","Philadelphia","New Jersey",42.68625,0.28733,0.55706,0.10692,62900,37200,0,0
"1579",24.16529549,"Cumberland","Philadelphia","New Jersey",39.13875,0.08631,0.4297,0.20262,50900,31400,0,1
"1580",33.64750272,"Essex","Newark","New Jersey",38.652,0.22143,0.68776,0.14693,49400,30500,0,1
"1581",23.95500756,"Gloucester","Philadelphia","New Jersey",43.69875,0.07831,0.32853,0.08787,79600,42900,1,1
"1582",37.24603073,"Hudson","Newark","New Jersey",44.06475,0.09281,0.47518,0.14254,38700,31900,1,1
"1583",30.74084468,"Hunterdon","Newark","New Jersey",51.1975,0.2022,0.30144,0.03263,125400,57100,1,1
"1584",30.31571242,"Mercer","Newark","New Jersey",39.369,0.17797,0.50365,0.121,81600,39800,0,1
"1585",30.38281955,"Middlesex","Newark","New Jersey",47.0295,0.11033,0.37857,0.06802,86900,47300,1,1
"1586",25.83581918,"Monmouth","Toms River","New Jersey",45.094,0.17448,0.40831,0.05703,99800,50200,1,1
"1587",33.26311639,"Morris","Newark","New Jersey",49.525,0.18326,0.34711,0.03063,120000,57800,1,1
"1588",23.29391372,"Ocean","Toms River","New Jersey",45.57925,0.07449,0.33734,0.06804,78200,42600,1,1
"1589",27.59142593,"Passaic","Newark","New Jersey",42.27825,0.10756,0.50733,0.13286,56200,35900,0,1
"1590",28.74081081,"Salem","Philadelphia","New Jersey",42.3135,0.05789,0.33196,0.13904,74400,40800,0,1
"1591",34.04834402,"Somerset","Newark","New Jersey",46.6785,0.25128,0.37634,0.04188,121200,55300,1,1
"1592",26.28181863,"Sussex","Newark","New Jersey",47.8485,0.12178,0.30476,0.04056,95300,50600,1,1
"1593",30.26995785,"Union","Newark","New Jersey",43.78,0.18746,0.52077,0.10348,74800,42200,1,1
"1594",26.43415231,"Warren","Newark","New Jersey",47.07,0.10274,0.33291,0.05808,87200,47600,1,1
"1595",25.22953776,"Bernalillo","Albuquerque","New Mexico",39.6475,0.09976,0.47509,0.17347,58300,31700,0,1
"1596",16.62352121,"Chaves","Roswell","New Mexico",41.20525,0.10997,0.47327,0.25119,37600,29700,0,0
"1597",23.0358523,"Cibola","Albuquerque","New Mexico",36.4865,0.08548,0.39363,0.23305,36500,22900,0,1
"1598",18.31505576,"Colfax","Las Vegas","New Mexico",44.6605,0.07591,0.39523,0.19597,38900,30200,1,0
"1599",15.87020127,"Curry","Clovis","New Mexico",43.11175,0.17008,0.47485,0.24408,43000,32200,0,0
"1600",21.23205575,"Dona Ana","El Paso","New Mexico",41.32675,0.10803,0.50328,0.2321,35400,27400,0,0
"1601",21.91811343,"Eddy","Roswell","New Mexico",47.89075,0.10115,0.42149,0.23771,50800,39700,1,1
"1602",18.35067873,"Grant","Deming","New Mexico",41.334,0.07624,0.34811,0.24847,49200,33200,0,0
"1603",20.96553268,"Hidalgo","Deming","New Mexico",42.18025,0.11693,0.35018,0.24232,54400,29800,0,0
"1604",20.23712616,"Lea","Hobbs","New Mexico",48.5695,0.10205,0.41973,0.2675,46600,40200,1,0
"1605",19.56326797,"Lincoln","Alamogordo","New Mexico",44.242,0.12769,0.52737,0.16807,35300,30100,1,0
"1606",33.12950742,"Los Alamos","Santa Fe","New Mexico",49.23825,0.03762,0.16133,0.04811,122600,49300,1,1
"1607",20.33433083,"Luna","Deming","New Mexico",41.43075,0.05799,0.38998,0.32544,26600,26100,0,0
"1608",25.01194071,"Mckinley","Gallup","New Mexico",32.10675,0.0912,0.46725,0.2133,26600,17300,0,1
"1609",19.77817777,"Otero","Alamogordo","New Mexico",41.487,0.05593,0.33323,0.19761,45700,28600,0,0
"1610",18.28176359,"Quay","Tucumcari","New Mexico",43.16775,0.07625,0.44482,0.25169,32400,29800,0,0
"1611",21.62801699,"Rio Arriba","Santa Fe","New Mexico",38.78825,0.10201,0.42972,0.21196,37400,26600,0,0
"1612",16.05339668,"Roosevelt","Clovis","New Mexico",42.41,0.0563,0.34138,0.23901,36200,29700,0,0
"1613",22.86766996,"Sandoval","Albuquerque","New Mexico",38.129,0.09058,0.39079,0.16929,58000,29500,0,1
"1614",26.20211563,"San Juan","Farmington","New Mexico",40.29575,0.10455,0.43982,0.20039,49000,29600,0,1
"1615",19.1223661,"San Miguel","Las Vegas","New Mexico",40.117,0.06688,0.37205,0.23436,30200,26800,0,0
"1616",26.7543978,"Santa Fe","Santa Fe","New Mexico",40.5315,0.1273,0.47711,0.16511,56000,30900,0,1
"1617",15.81244378,"Sierra","Truth or Consequences","New Mexico",40.84575,0.05967,0.34705,0.15836,30900,25500,0,0
"1618",21.24441294,"Socorro","Socorro","New Mexico",39.933,0.07474,0.43263,0.25227,32300,25900,0,0
"1619",20.4493365,"Taos","Santa Fe","New Mexico",39.7755,0.11545,0.47311,0.1715,31200,25600,0,0
"1620",24.83018868,"Torrance","Albuquerque","New Mexico",41.63,0.05321,0.34118,0.20401,43200,28500,0,1
